City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Dust,AQI,US_AQI,Temperature_C,Humidity_Pct,Pressure_hPa,Wind_Speed_kmh,Wind_Dir_Deg,Precipitation_mm,AQI_Bucket
Chennai,India,2023-03-23,15.5,25.47083333333333,13.266666666666666,15.6625,0.22529166666666667,52.958333333333336,0.041666666666666664,91.18,67.0,28.079166666666666,82.79166666666667,1007.4875000000001,15.0625,183.58333333333334,2.0,Satisfactory
Chennai,India,2023-03-24,23.854166666666668,38.604166666666664,16.5125,20.920833333333334,0.26533333333333337,76.45833333333333,0.625,156.3235294117647,78.0,28.59166666666667,82.58333333333333,1007.8041666666667,14.987499999999999,177.08333333333334,1.5,Moderate
Chennai,India,2023-03-25,15.941666666666668,26.425,11.154166666666667,14.225,0.21616666666666665,41.25,0.0,68.64,78.0,28.233333333333334,82.375,1008.8416666666667,14.116666666666667,174.33333333333334,0.6,Satisfactory
Chennai,India,2023-03-26,16.325,26.512500000000003,9.520833333333334,15.375,0.21045833333333333,34.333333333333336,0.7916666666666666,60.8,64.0,28.175,82.58333333333333,1007.9250000000001,12.975,178.45833333333334,0.7000000000000001,Satisfactory
Chennai,India,2023-03-27,18.191666666666666,30.34166666666667,12.833333333333334,20.804166666666667,0.21008333333333332,48.041666666666664,1.2916666666666667,106.82352941176471,68.0,28.78333333333333,79.70833333333333,1007.3416666666667,14.008333333333333,173.625,0.2,Moderate
Chennai,India,2023-03-28,18.016666666666666,31.079166666666666,10.116666666666667,14.429166666666667,0.18508333333333335,49.708333333333336,1.0833333333333333,74.52,68.0,28.679166666666664,79.0,1008.3041666666667,14.020833333333334,169.45833333333334,0.1,Satisfactory
Chennai,India,2023-03-29,17.883333333333333,30.787499999999998,10.729166666666666,12.779166666666667,0.18320833333333333,54.208333333333336,1.9166666666666667,81.38,68.0,28.212500000000002,76.875,1008.8916666666668,14.379166666666668,168.375,0.0,Satisfactory
Chennai,India,2023-03-30,14.700000000000001,25.116666666666664,8.066666666666666,13.733333333333334,0.12858333333333333,53.25,1.25,79.42,67.0,27.96666666666667,74.5,1008.1041666666666,15.262500000000001,179.0,0.0,Satisfactory
Chennai,India,2023-03-31,16.1375,27.40833333333333,8.629166666666666,19.970833333333335,0.145,57.333333333333336,0.5,95.1,63.0,28.6125,75.54166666666667,1006.9708333333333,16.25,170.625,0.0,Satisfactory
Chennai,India,2023-04-01,15.575000000000001,26.204166666666666,7.5,15.579166666666666,0.15075,43.041666666666664,0.0,75.5,64.0,28.962500000000002,77.54166666666667,1007.4083333333333,16.995833333333334,181.33333333333334,2.2,Satisfactory
Chennai,India,2023-04-02,22.058333333333334,36.074999999999996,14.241666666666667,17.129166666666666,0.24483333333333335,72.08333333333333,0.0,115.55882352941177,74.0,29.008333333333336,77.95833333333333,1006.7458333333334,16.745833333333334,177.375,6.1000000000000005,Moderate
Chennai,India,2023-04-03,15.616666666666667,26.34166666666667,11.820833333333333,13.870833333333332,0.19804166666666667,62.958333333333336,0.0,114.1029411764706,77.0,28.704166666666666,79.25,1007.2166666666667,16.491666666666667,172.875,0.8,Moderate
Chennai,India,2023-04-04,14.766666666666666,25.22083333333333,10.862499999999999,13.491666666666667,0.17020833333333332,49.0,0.0,79.42,62.0,28.7,77.66666666666667,1008.0916666666667,16.8,176.5,0.4,Satisfactory
Chennai,India,2023-04-05,14.404166666666667,24.241666666666664,9.666666666666666,13.612499999999999,0.18079166666666668,52.083333333333336,0.0,91.18,64.0,29.0125,78.5,1007.6458333333334,16.4875,174.41666666666666,0.1,Satisfactory
Chennai,India,2023-04-06,12.070833333333333,20.854166666666668,9.512500000000001,13.458333333333334,0.172125,42.541666666666664,0.0,75.5,60.0,29.22083333333333,77.54166666666667,1008.3416666666667,13.995833333333332,167.54166666666666,0.1,Satisfactory
Chennai,India,2023-04-07,11.070833333333333,19.025000000000002,9.35,14.354166666666666,0.18429166666666666,39.0,0.8333333333333334,59.82,56.0,28.420833333333334,77.41666666666667,1010.2875,10.383333333333335,148.75,0.0,Satisfactory
Chennai,India,2023-04-08,13.345833333333333,23.241666666666664,8.4125,16.974999999999998,0.15820833333333334,53.166666666666664,2.4166666666666665,69.62,58.0,28.379166666666666,75.58333333333333,1011.9666666666667,9.775,102.5,0.0,Satisfactory
Chennai,India,2023-04-09,20.666666666666668,34.5375,9.424999999999999,21.3625,0.18216666666666667,62.375,2.2083333333333335,78.44,71.0,28.916666666666668,71.875,1011.5666666666666,9.0875,90.79166666666667,0.0,Satisfactory
Chennai,India,2023-04-10,24.520833333333332,40.4125,11.954166666666666,25.75,0.20033333333333334,58.958333333333336,3.8333333333333335,67.66,79.0,28.616666666666664,77.20833333333333,1010.3666666666667,8.445833333333333,113.91666666666667,0.0,Satisfactory
Chennai,India,2023-04-11,26.52916666666667,42.0,14.141666666666666,25.070833333333336,0.27725,65.70833333333333,2.2083333333333335,106.82352941176471,83.0,28.245833333333334,77.20833333333333,1010.2791666666667,7.825,163.20833333333334,0.0,Moderate
Chennai,India,2023-04-12,26.40833333333333,40.949999999999996,20.341666666666665,26.233333333333334,0.311375,46.875,1.3333333333333333,71.58,84.0,28.28333333333333,77.16666666666667,1009.4625,9.950000000000001,181.25,0.0,Satisfactory
Chennai,India,2023-04-13,22.333333333333332,34.762499999999996,17.729166666666668,26.77916666666667,0.273125,55.5,0.0,112.6470588235294,83.0,28.758333333333336,78.45833333333333,1008.8583333333332,11.875,181.75,0.0,Moderate
Chennai,India,2023-04-14,22.537499999999998,35.670833333333334,15.674999999999999,29.22083333333333,0.24825,68.29166666666667,0.4583333333333333,118.47058823529412,75.0,28.870833333333334,77.625,1008.0875,12.491666666666667,189.29166666666666,0.0,Moderate
Chennai,India,2023-04-15,27.133333333333336,43.291666666666664,15.791666666666666,31.204166666666666,0.24950000000000003,81.79166666666667,0.75,138.85294117647058,84.0,29.295833333333334,76.91666666666667,1007.6833333333334,11.825000000000001,180.16666666666666,0.0,Moderate
